country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Algeria,1,Electricity installed capacity in Fossil fuels (MW),MW,Electricity,Technical,Electricity installed capacity in Fossil fuels,https://africa-energy-portal.org/database,IRENA database,5846.2099609375,5842.7001953125,6333.81005859375,6465.240234375,6757.240234375,7576.02001953125,8017.259765625,8629.4599609375,8740.330078125,11565.66015625,11751.09375,11857.064453125,13317.8798828125,15632.259765625,16491.359375,17733.73046875,19574.400390625,19995.900390625,21583.900390625,23923.5,24763.5,25219.5,26019.5
Algeria,1,Electricity installed capacity in Geothermal (MW),MW,Electricity,Technical,Electricity installed capacity in Geothermal,https://africa-energy-portal.org/database,IRENA database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1,Electricity installed capacity in Hydropower (MW),MW,Electricity,Technical,Electricity installed capacity in Hydropower,https://africa-energy-portal.org/database,IRENA database,276.600006103516,276.600006103516,276.600006103516,276.600006103516,276.600006103516,276.600006103516,249.600006103516,249.600006103516,230.600006103516,227.600006103516,227.600006103516,227.600006103516,227.600006103516,227.600006103516,227.600006103516,227.600006103516,227.600006103516,228.0,228.0,228.0,208.600006103516,128.899993896484,128.899993896484
Algeria,1,Electricity installed capacity in Non-renewable energy (MW),MW,Electricity,Technical,Electricity installed capacity in Non-renewable energy,https://africa-energy-portal.org/database,IRENA database,5846.2099609375,5842.7001953125,6333.81005859375,6465.240234375,6757.240234375,7576.02001953125,8017.259765625,8629.4599609375,8740.330078125,11565.66015625,11751.08984375,11857.0595703125,13317.8798828125,15632.259765625,16491.359375,17733.73046875,19574.400390625,19995.900390625,21583.900390625,23923.5,24763.5,25219.5,26019.5
Algeria,1,Electricity installed capacity in Nuclear (MW),MW,Electricity,Technical,Electricity installed capacity in Nuclear,https://africa-energy-portal.org/database,IRENA database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1,Electricity installed capacity in Solar (MW),MW,Electricity,Technical,Electricity installed capacity in Solar,https://africa-energy-portal.org/database,IRENA database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,28.2999992370605,61.0999984741211,261.100006103516,354.100006103516,366.100006103516,366.100006103516,366.100006103516,366.100006103516,450.799987792969
Algeria,1,Electricity installed capacity in Total renewable energy (MW),MW,Electricity,Technical,Electricity installed capacity in Total renewable energy,https://africa-energy-portal.org/database,IRENA database,276.600006103516,276.600006103516,276.600006103516,276.600006103516,276.600006103516,276.600006103516,249.600006103516,249.600006103516,230.600006103516,227.600006103516,252.600006103516,252.600006103516,252.600006103516,252.600006103516,266.100006103516,298.899993896484,498.899993896484,592.299987792969,604.099975585938,604.099975585938,584.700012207031,505.0,589.700012207031
Algeria,1,Electricity installed capacity in Wind (MW),MW,Electricity,Technical,Electricity installed capacity in Wind,https://africa-energy-portal.org/database,IRENA database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1999998092651,10.1999998092651,10.1999998092651,10.1999998092651,10.0,10.0,10.0,10.0,10.0
Algeria,1,Electricity installed capacity in other Non-renewable energy (MW),MW,Electricity,Technical,Electricity installed capacity in other Non-renewable energy,https://africa-energy-portal.org/database,IRENA database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total",https://africa-energy-portal.org/database,IRENA database,6122.81005859375,6119.2998046875,6610.41015625,6741.83984375,7033.83984375,7852.6201171875,8266.8603515625,8879.0595703125,8970.9296875,11793.259765625,12003.6943359375,12109.6640625,13570.48046875,15884.8603515625,16757.4609375,18032.630859375,20073.30078125,20588.19921875,22188.0,24527.599609375,25348.19921875,25724.5,26609.19921875
Algeria,1,Electricity: Net imports ( GWh ),GWh,Electricity,Supply,Electricity: Net imports,https://africa-energy-portal.org/database,AFREC Database,223.0,210.0,237.0,223.0,211.0,84.0,84.0,6.0,-49.0,-36.0,-67.0,-142.0,-49.0,-89.0,-191.0,-31.0,-250.0,-342.799987792969,-91.0,-88.1359024047852,-82.0,-1150.67224121094,-1150.67224121094
Algeria,1,Energy intensity level of primary energy (MJ/2017 PPP GDP),MJ/USD PPP 2017,Energy,Efficiency,Energy intensity level of primary energy,https://africa-energy-portal.org/database,Tracking SDG7/WBG,4.25099992752075,4.13560009002686,4.18909978866577,4.15299987792969,4.03119993209839,3.9640998840332,4.17449998855591,4.28529977798462,4.23589992523193,4.55810022354126,4.49480009078979,4.54390001296997,4.80579996109009,4.84289979934692,5.08979988098145,5.13520002365112,4.93510007858276,5.00930023193359,5.27440023422241,5.39970016479492,5.39729976654053,5.60720014572144,5.60720014572144
Algeria,1,Energy: Population without access to clean cooking fuels (millions of people),Millions of people,Energy,Access,Energy: Population without access to clean cooking fuels,https://africa-energy-portal.org/database,Tracking SDG7/WBG,1.12261176109314,0.94776451587677,0.831871271133423,0.712877213954926,0.623790919780731,0.532615065574646,0.472890883684158,0.411600947380066,0.348607093095779,0.319191843271255,0.288941115140915,0.257736921310425,0.22539509832859,0.230031356215477,0.195566549897194,0.15948611497879,0.162424206733704,0.123954422771931,0.126024156808853,0.128037065267563,0.129999786615372,0.131907895207405,0.133753404021263
Algeria,1,Population with access to electricity-National (millions of people),Millions of people,Electricity,Access,Population with access to electricity-National,https://africa-energy-portal.org/database,Tracking SDG7/WBG,30.7470893859863,31.1498603820801,31.547119140625,31.9498596191406,32.3714599609375,32.8223991394043,33.338809967041,33.8541793823242,34.6166801452637,35.040168762207,35.7203407287598,36.451358795166,37.1150588989258,38.0318489074707,38.8395195007324,39.6323013305664,40.3624114990234,41.1115493774414,41.8400192260742,42.4656295776367,43.2032585144043,43.8813591003418,44.5844688415527
Algeria,1,Population with access to electricity-Rural (millions of people),Millions of people,Electricity,Access,Population with access to electricity-Rural,https://africa-energy-portal.org/database,Tracking SDG7/WBG,12.1738796234131,12.0892295837402,11.9975900650024,11.9036798477173,11.8121299743652,11.7274398803711,11.6489400863647,11.57666015625,11.5749101638794,11.4594402313232,11.4308395385742,11.4147901535034,11.4089202880859,11.4074201583862,11.4030504226685,11.402440071106,11.3925199508667,11.3858604431152,11.3715600967407,11.2938404083252,11.2799100875854,11.2382402420044,11.2477502822876
Algeria,1,Population with access to electricity-Urban (millions of people),Millions of people,Electricity,Access,Population with access to electricity-Urban,https://africa-energy-portal.org/database,Tracking SDG7/WBG,18.5732097625732,19.0606307983398,19.5495300292969,20.0461807250977,20.5593395233154,21.0949592590332,21.6898593902588,22.2775192260742,23.0417709350586,23.5807304382324,24.2894992828369,25.0365791320801,25.7061405181885,26.6244297027588,27.4364700317383,28.2298603057861,28.9699001312256,29.7256908416748,30.4684600830078,31.1717891693115,31.9233493804932,32.6431198120117,33.3367195129395
Algeria,1,Population without access to electricity-National (millions of people),Millions of people,Electricity,Access,Population without access to electricity-National,https://africa-energy-portal.org/database,Tracking SDG7/WBG,0.43656998872757,0.442290008068085,0.447930008172989,0.453649997711182,0.459639996290207,0.46603998541832,0.43911001086235,0.445899993181229,0.244029998779297,0.425590008497238,0.397300004959106,0.3682000041008,0.450789988040924,0.306710004806519,0.273790001869202,0.239230006933212,0.243640005588531,0.206589996814728,0.168029993772507,0.213389992713928,0.129999995231628,0.0879399999976158,0.0
Algeria,1,Population without access to electricity-Rural (millions of people),Millions of people,Electricity,Access,Population without access to electricity-Rural,https://africa-energy-portal.org/database,Tracking SDG7/WBG,0.324970006942749,0.322710007429123,0.320259988307953,0.317759990692139,0.315310001373291,0.313050001859665,0.310959994792938,0.309029996395111,0.244039997458458,0.305900007486343,0.293099999427795,0.280690014362335,0.268579989671707,0.256610006093979,0.244599997997284,0.220840007066727,0.197019994258881,0.161669999361038,0.126479998230934,0.148750007152557,0.102439999580383,0.0792199969291687,0.0
Algeria,1,Population without access to electricity-Urban (millions of people),Millions of people,Electricity,Access,Population without access to electricity-Urban,https://africa-energy-portal.org/database,Tracking SDG7/WBG,0.111599996685982,0.119580000638962,0.127670004963875,0.135890007019043,0.144319996237755,0.152989998459816,0.128150001168251,0.136859998106956,0.0,0.119690001010895,0.10419999808073,0.0874999985098839,0.182209998369217,0.0500999987125397,0.0291900001466274,0.0183899998664856,0.04662000015378,0.0449200011789799,0.0415600016713142,0.064640000462532,0.0275599993765354,0.00872999988496304,0.0
Angola,2,Electricity export (GWh),GWh,Electricity,Supply,Electricity export,https://africa-energy-portal.org/database,AFREC Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2,Electricity final consumption (GWh),GWh,Electricity,Supply,Electricity final consumption,https://africa-energy-portal.org/database,AFREC Database,1157.0,1313.0,1471.0,1629.0,1524.0,1980.0,2751.0,2625.0,3532.0,4024.0,4686.0,4875.0,5352.0,7087.0,8178.0,8384.1650390625,5744.0,9182.8955078125,11390.2568359375,11639.1669921875,11928.1416015625,12204.162109375,12204.162109375
Angola,2,Electricity final consumption per capita (KWh),KWh per capita,Electricity,Supply,Electricity final consumption per capita,https://africa-energy-portal.org/database,AFREC Database,70.3731918334961,77.3113784790039,83.7096252441406,89.4889221191406,80.7814407348633,101.265617370605,135.768707275391,125.013748168945,162.320495605469,178.451461791992,200.520950317383,201.291900634766,213.259796142578,272.594329833984,303.78369140625,300.946716308594,199.351272583008,308.314453125,370.123687744141,366.154754638672,363.359252929688,360.063232421875,360.063232421875
Angola,2,Electricity generated from biofuels and waste (GWh),GWh,Electricity,Supply,Electricity generated from biofuels and waste,https://africa-energy-portal.org/database,AFREC Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2,Electricity generated from fossil fuels (GWh),GWh,Electricity,Supply,Electricity generated from fossil fuels,https://africa-energy-portal.org/database,AFREC Database,533.0,587.0,634.0,754.0,752.0,906.0,294.0,720.0,796.0,999.0,1745.0,1644.0,1709.76000976563,3449.0,4439.0,4572.0,4546.0,3066.7626953125,2702.24609375,2751.80908203125,2803.5439453125,2857.484375,2857.484375
Angola,2,Electricity generated from geothermal energy (GWh),GWh,Electricity,Supply,Electricity generated from geothermal energy,https://africa-energy-portal.org/database,AFREC Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower,https://africa-energy-portal.org/database,AFREC Database,912.0,1017.0,1143.0,1241.0,1491.0,1747.0,2665.0,2497.0,3134.0,3173.0,3703.0,4007.0,4287.490234375,4587.6142578125,5041.0,5192.0,5815.0,7653.07666015625,10374.3203125,10754.787109375,11187.3193359375,11675.419921875,11675.419921875
Angola,2,Electricity generated from nuclear power (GWh),GWh,Electricity,Supply,Electricity generated from nuclear power,https://africa-energy-portal.org/database,AFREC Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2,Electricity generated from renewable sources (GWh),GWh,Electricity,Supply,Electricity generated from renewable sources,https://africa-energy-portal.org/database,AFREC Database,912.0,1017.0,1143.0,1241.0,1491.0,1747.0,2665.0,2497.0,3134.0,3173.0,3703.0,4007.0,4287.490234375,4587.6142578125,5041.0,5192.0,5815.0,7653.07666015625,10374.3203125,10754.787109375,11187.3193359375,11675.419921875,11675.419921875
Angola,2,"Electricity generated from solar, wind, tide, wave and other sources (GWh)",GWh,Electricity,Supply,"Electricity generated from solar, wind, tide, wave and other sources",https://africa-energy-portal.org/database,AFREC Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2,Electricity generation per capita (KWh),KWh per capita,Electricity,Supply,Electricity generation per capita,https://africa-energy-portal.org/database,AFREC Database,87.8904571533203,94.4458847045898,101.123054504395,109.595092773438,118.892890930176,135.685699462891,146.034027099609,153.207336425781,180.611434936523,185.014785766602,233.128067016602,233.333450317383,238.970916748047,309.120269775391,352.148376464844,350.475433349609,359.588897705078,359.917114257813,424.919891357422,424.901947021484,426.194580078125,428.768798828125,428.768798828125
Angola,2,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total",https://africa-energy-portal.org/database,AFREC Database,1445.0,1604.0,1777.0,1995.0,2243.0,2653.0,2959.0,3217.0,3930.0,4172.0,5448.0,5651.0,5997.25048828125,8036.6142578125,9480.0,9764.0,10361.0,10719.83984375,13076.56640625,13506.5966796875,13990.86328125,14532.904296875,14532.904296875
Angola,2,Electricity import (GWh),GWh,Electricity,Supply,Electricity import,https://africa-energy-portal.org/database,AFREC Database,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2,Electricity installed capacity in Bioenergy (MW),MW,Electricity,Technical,Electricity installed capacity in Bioenergy,https://africa-energy-portal.org/database,IRENA database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
Angola,2,Electricity installed capacity in Fossil fuels (MW),MW,Electricity,Technical,Electricity installed capacity in Fossil fuels,https://africa-energy-portal.org/database,IRENA database,194.199996948242,197.399993896484,197.399993896484,197.399993896484,199.399993896484,199.399993896484,200.416000366211,230.416000366211,232.516006469727,232.516006469727,388.515991210938,543.815979003906,831.315979003906,1204.01599121094,1318.51599121094,1376.51599121094,1384.51599121094,2336.85595703125,2336.85595703125,2356.85595703125,2356.85595703125,2356.85595703125,2356.85595703125
Angola,2,Electricity installed capacity in Geothermal (MW),MW,Electricity,Technical,Electricity installed capacity in Geothermal,https://africa-energy-portal.org/database,IRENA database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2,Electricity installed capacity in Hydropower (MW),MW,Electricity,Technical,Electricity installed capacity in Hydropower,https://africa-energy-portal.org/database,IRENA database,235.578994750977,235.578994750977,235.578994750977,235.578994750977,495.579010009766,495.579010009766,495.579010009766,755.578979492188,787.578979492188,787.578979492188,787.578979492188,787.578979492188,873.179016113281,953.179016113281,969.179016113281,969.179016113281,1700.43896484375,2393.27905273438,3061.27905273438,3395.27905273438,3729.27905273438,3729.27905273438,3729.27905273438
Angola,2,Electricity installed capacity in Non-renewable energy (MW),MW,Electricity,Technical,Electricity installed capacity in Non-renewable energy,https://africa-energy-portal.org/database,IRENA database,194.199996948242,197.399993896484,197.399993896484,197.399993896484,199.399993896484,199.399993896484,200.416000366211,230.416000366211,232.516006469727,232.516006469727,388.515991210938,543.815979003906,831.315979003906,1204.01599121094,1318.51599121094,1376.51599121094,1384.51599121094,2336.85595703125,2336.85595703125,2356.85595703125,2356.85595703125,2356.85595703125,2356.85595703125
Angola,2,Electricity installed capacity in Nuclear (MW),MW,Electricity,Technical,Electricity installed capacity in Nuclear,https://africa-energy-portal.org/database,IRENA database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2,Electricity installed capacity in Solar (MW),MW,Electricity,Technical,Electricity installed capacity in Solar,https://africa-energy-portal.org/database,IRENA database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0209999997168779,0.319999992847443,0.319999992847443,0.328000009059906,0.42399999499321,0.437000006437302,1.36600005626678,1.37399995326996,1.44099998474121,285.459991455078
Angola,2,Electricity installed capacity in Total renewable energy (MW),MW,Electricity,Technical,Electricity installed capacity in Total renewable energy,https://africa-energy-portal.org/database,IRENA database,235.578994750977,235.578994750977,235.578994750977,235.578994750977,495.579010009766,495.579010009766,495.579010009766,755.578979492188,787.578979492188,787.578979492188,787.578979492188,787.578979492188,873.179016113281,953.200012207031,1020.4990234375,1020.4990234375,1751.76696777344,2444.70288085938,3112.71606445313,3447.64501953125,3781.65307617188,3781.71997070313,4065.73901367188
Angola,2,Electricity installed capacity in Wind (MW),MW,Electricity,Technical,Electricity installed capacity in Wind,https://africa-energy-portal.org/database,IRENA database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2,Electricity installed capacity in other Non-renewable energy (MW),MW,Electricity,Technical,Electricity installed capacity in other Non-renewable energy,https://africa-energy-portal.org/database,IRENA database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total",https://africa-energy-portal.org/database,IRENA database,429.778991699219,432.97900390625,432.97900390625,432.97900390625,694.97900390625,694.97900390625,695.994995117188,985.994995117188,1020.09497070313,1020.09497070313,1176.09497070313,1331.39501953125,1704.49499511719,2157.21606445313,2339.01489257813,2397.01489257813,3136.28295898438,4781.55908203125,5449.57177734375,5804.5009765625,6138.5087890625,6138.576171875,6422.59521484375
Angola,2,Electricity: Net imports ( GWh ),GWh,Electricity,Supply,Electricity: Net imports,https://africa-energy-portal.org/database,AFREC Database,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2,Energy intensity level of primary energy (MJ/2017 PPP GDP),MJ/USD PPP 2017,Energy,Efficiency,Energy intensity level of primary energy,https://africa-energy-portal.org/database,Tracking SDG7/WBG,3.76510000228882,3.73970007896423,3.41070008277893,3.56279993057251,3.23480010032654,2.64079999923706,2.64619994163513,2.54559993743896,2.51259994506836,2.76780009269714,2.64730000495911,2.65420007705688,2.77749991416931,2.65070009231567,2.29239988327026,2.72480010986328,2.59310007095337,2.65429997444153,2.47009992599487,2.66109991073608,2.80220007896423,3.10240006446838,3.10240006446838
Angola,2,Energy: Population without access to clean cooking fuels (millions of people),Millions of people,Energy,Access,Energy: Population without access to clean cooking fuels,https://africa-energy-portal.org/database,Tracking SDG7/WBG,9.71658325195313,9.9606876373291,10.2800006866455,10.5397510528564,10.9798488616943,11.2036056518555,11.5293054580688,11.9476852416992,12.2505531311035,12.6277475357056,12.9464979171753,13.3686447143555,13.6272096633911,14.0521030426025,14.3755311965942,14.6818513870239,15.0406265258789,15.3984260559082,15.8179388046265,16.2116603851318,16.5121822357178,17.0150337219238,17.4941501617432
Angola,2,Population with access to electricity-National (millions of people),Millions of people,Electricity,Access,Population with access to electricity-National,https://africa-energy-portal.org/database,Tracking SDG7/WBG,3.97870206832886,3.39665389060974,4.62160587310791,4.98772287368774,5.35786390304565,5.74844598770142,6.18003177642822,7.87413311004639,8.37737560272217,7.62174701690674,8.17919540405273,8.37962055206299,9.36086273193359,9.98336219787598,8.61454963684082,11.700909614563,12.0440301895142,12.7774200439453,13.940710067749,14.4951295852661,15.428879737854,16.3371391296387,16.9693202972412
Angola,2,Population with access to electricity-Rural (millions of people),Millions of people,Electricity,Access,Population with access to electricity-Rural,https://africa-energy-portal.org/database,Tracking SDG7/WBG,0.287212997674942,0.786148011684418,0.233906999230385,0.194076001644135,0.144877001643181,0.0860309973359108,0.0613240003585815,0.401349991559982,0.599115014076233,0.526539981365204,0.46051499247551,0.678731977939606,0.631810009479523,0.671768009662628,0.521721005439758,0.386974990367889,0.578472018241882,0.649298012256622,0.774724006652832,0.827875018119812,0.882125973701477,0.904404997825623,0.949283003807068
Angola,2,Population with access to electricity-Urban (millions of people),Millions of people,Electricity,Access,Population with access to electricity-Urban,https://africa-energy-portal.org/database,Tracking SDG7/WBG,3.69148898124695,2.61050510406494,4.38769817352295,4.79364585876465,5.21298599243164,5.66241502761841,6.11870622634888,7.47278213500977,7.77826023101807,7.09520816802979,7.71867895126343,7.70088815689087,8.72905254364014,9.3115930557251,8.09282779693604,11.3139295578003,11.4655504226685,12.1281204223633,13.1659898757935,13.6672601699829,14.5467500686646,15.4327402114868,16.020040512085
Angola,2,Population without access to electricity-National (millions of people),Millions of people,Electricity,Access,Population without access to electricity-National,https://africa-energy-portal.org/database,Tracking SDG7/WBG,12.4622182846069,13.586615562439,12.9510440826416,13.2156467437744,13.5078563690186,13.8040943145752,14.0823678970337,13.1235570907593,13.382043838501,14.9278030395508,15.1899347305298,15.8389387130737,15.7352867126465,16.0149784088135,18.3059196472168,16.158390045166,16.7694301605225,17.0067691802979,16.8334903717041,17.2924404144287,17.3985195159912,17.5573501586914,18.0189800262451
